alpha,year,country.x,dm.output,total.output,dm.share,category2,NY.GDP.PCAP.KD,RL.EST,SP.POP.TOTL
PT,1998,Portugal,1,2425,0.412371134,restricted,17250.0247943529,1.2227989497,10160196
PT,1999,Portugal,0,2998,0,restricted,17819.6635187254,1.1949976637,10217828
PT,2000,Portugal,2,3222,0.6207324643,restricted,18365.0470612748,1.1671963776,10289898
PT,2001,Portugal,0,3560,0,restricted,18590.3676340927,1.2306297662,10362722
PT,2002,Portugal,2,3976,0.5030181087,restricted,18630.9736726927,1.2940631547,10419631
PT,2003,Portugal,11,4463,2.4647098364,restricted,18387.7625538978,1.2793631532,10458821
PT,2004,Portugal,7,5035,1.3902681231,restricted,18676.1587050638,1.2459382553,10483861
PT,2005,Portugal,8,5287,1.5131454511,restricted,18784.4812816727,1.1975255797,10503330
PT,2006,Portugal,8,6506,1.2296341838,restricted,19041.844459306,0.9529392469,10522288
PT,2007,Portugal,6,6370,0.9419152276,restricted,19478.0936743174,0.978390443,10542964
PT,2008,Portugal,5,7453,0.6708707903,restricted,19488.7869284805,0.9933629454,10558177
PT,2009,Portugal,10,8348,1.1978917106,restricted,18890.3732806045,1.0464419307,10568247
PT,2010,Portugal,2,2101,0.9519276535,restricted,19240.2081206953,1.0432232286,10573100
PT,2011,Portugal,8,10301,0.7766236288,restricted,18916.5207105314,1.0260869771,10557560
PT,2012,Portugal,21,11568,1.8153526971,restricted,18363.6616039452,1.038413341,10514844
PT,2013,Portugal,22,12729,1.7283368686,restricted,18210.1470531244,NA,10459806
PT,2014,Portugal,24,12821,1.8719288667,restricted,NA,NA,NA
RU,1991,Russia,NA,NA,NA,restricted,5386.0674819202,NA,148624000
RU,1992,Russia,0,8608,0,restricted,4601.4016415107,NA,148689000
RU,1993,Russia,0,22726,0,restricted,4207.3093140249,NA,148520000
RU,1994,Russia,0,23365,0,restricted,3683.0236625845,NA,148336000
RU,1995,Russia,0,25342,0,restricted,3535.0636658843,NA,148141000
RU,1996,Russia,0,27036,0,restricted,3407.3614606184,-0.8702422481,148160126
RU,1997,Russia,1,27514,0.0363451334,restricted,3460.7815563526,-0.9185325473,147915373
RU,1998,Russia,1,27062,0.0369521839,restricted,3282.7885561118,-0.9668228464,147670780
RU,1999,Russia,1,26965,0.0370851103,restricted,3503.7063653067,-1.0466569964,147214777
RU,2000,Russia,1,27019,0.0370109923,restricted,3870.3219677631,-1.1264911463,146596870
RU,2001,Russia,2,25208,0.0793398921,restricted,4084.6845103317,-0.9968037292,145976473
RU,2002,Russia,6,25609,0.2342926315,restricted,4295.1740917791,-0.8671163121,145408033
RU,2003,Russia,5,24968,0.2002563281,restricted,4632.1352617924,-0.9326243997,144667468
RU,2004,Russia,3,24773,0.1210995842,restricted,4993.7466721031,-0.8640412969,143821212
RU,2005,Russia,7,24383,0.2870852643,restricted,5338.4121405105,-0.9053076703,143113885
RU,2006,Russia,5,23779,0.2102695656,restricted,5799.0671931504,-0.9306680813,142487260
RU,2007,Russia,5,25093,0.1992587574,restricted,6310.5132743042,-0.9494233258,142114903
RU,2008,Russia,11,26922,0.4085877721,restricted,6649.1015055832,-0.9334561978,141956409
RU,2009,Russia,6,27603,0.2173676774,restricted,6131.1199854258,-0.769146669,141909244
RU,2010,Russia,5,26845,0.1862544235,restricted,6385.8165858934,-0.768009335,142385523
RU,2011,Russia,6,28471,0.2107407537,restricted,6631.528001195,-0.7354701327,142956460
RU,2012,Russia,6,27705,0.2165674066,restricted,6848.7437973155,-0.8209158593,143178000
RU,2013,Russia,4,28983,0.138011938,restricted,6923.4933877904,NA,143499861
RU,2014,Russia,8,29824,0.2682403433,restricted,NA,NA,NA
SA,1991,Saudi Arabia,NA,NA,NA,NA,12891.4600837401,NA,16739895
SA,1992,Saudi Arabia,0,1069,0,NA,13078.9644890938,NA,17263613
SA,1993,Saudi Arabia,0,1100,0,NA,12718.0884829743,NA,17758096
SA,1994,Saudi Arabia,0,1087,0,NA,12493.9305080609,NA,18197011
SA,1995,Saudi Arabia,0,1279,0,NA,12269.3361079204,NA,18567343
SA,1996,Saudi Arabia,0,1449,0,NA,12495.397033577,0.2453676439,18848350
SA,1997,Saudi Arabia,0,1417,0,NA,12676.4437365845,0.2266331908,19060850
SA,1998,Saudi Arabia,0,1514,0,NA,12885.6105134066,0.2078987377,19282965
SA,1999,Saudi Arabia,0,1395,0,NA,12569.0231293726,0.0845475797,19620692
SA,2000,Saudi Arabia,0,1384,0,NA,12837.6738066872,-0.0388035784,20144584
SA,2001,Saudi Arabia,0,1305,0,NA,12446.4091935227,NA,20891594
SA,2002,Saudi Arabia,0,1401,0,NA,11929.2419366954,0.1120606664,21825217
SA,2003,Saudi Arabia,1,1423,0.7027406887,NA,12265.677326447,0.2381166985,22852333
SA,2004,Saudi Arabia,0,1398,0,NA,12845.997761567,0.1324362915,23839231
SA,2005,Saudi Arabia,0,1335,0,NA,13303.3097384511,0.1010398321,24690067
SA,2006,Saudi Arabia,3,1419,2.1141649049,NA,13667.7374240992,0.1087907441,25371936
SA,2007,Saudi Arabia,1,1551,0.6447453256,NA,14182.8268050512,0.1871016323,25915624
SA,2008,Saudi Arabia,1,1873,0.5339028297,NA,15115.1509912832,0.1888990262,26366358
SA,2009,Saudi Arabia,4,2243,1.7833259028,NA,15144.6351823787,0.1597855654,26796375
SA,2010,Saudi Arabia,5,3470,1.4409221902,NA,15994.7805574644,0.2595771722,27258387
SA,2011,Saudi Arabia,3,5648,0.5311614731,NA,17050.6652273189,0.1356713653,27761728
SA,2012,Saudi Arabia,5,7335,0.6816632584,NA,17706.2413506903,0.2420205584,28287855
SA,2013,Saudi Arabia,9,9057,0.9937065253,NA,18060.2340801688,NA,28828870
SA,2014,Saudi Arabia,16,11213,1.4269151877,NA,NA,NA,NA
SE,1991,Sweden,NA,NA,NA,restricted,31740.2463872097,NA,8617375
SE,1992,Sweden,0,10255,0,restricted,31189.0356403355,NA,8668067
SE,1993,Sweden,0,10850,0,restricted,30367.8880688618,NA,8718561
SE,1994,Sweden,0,11475,0,restricted,31385.3545146408,NA,8780745
SE,1995,Sweden,0,12304,0,restricted,32477.5386054065,NA,8826939
SE,1996,Sweden,0,13626,0,restricted,32918.07271348,1.7622750839,8840998
SE,1997,Sweden,2,13943,0.1434411533,restricted,33853.464978851,1.7665136705,8846062
SE,1998,Sweden,3,14577,0.2058036633,restricted,35264.7987511851,1.770752257,8850974
SE,1999,Sweden,2,14955,0.1337345369,restricted,36833.6334151103,1.7762801932,8857874
SE,2000,Sweden,6,14922,0.4020908725,restricted,38515.9149200316,1.7818081294,8872109
SE,2001,Sweden,4,15385,0.2599935002,restricted,39013.1970337866,1.8087156132,8895960
SE,2002,Sweden,5,15497,0.3226430922,restricted,39692.7799606641,1.835623097,8924958
SE,2003,Sweden,2,15516,0.1288992008,restricted,40488.8099398185,1.893730571,8958229
SE,2004,Sweden,7,15905,0.440113172,restricted,42072.345111273,1.8960507893,8993531
SE,2005,Sweden,8,16581,0.4824799469,restricted,43085.4204089721,1.7761837564,9029572
SE,2006,Sweden,5,17071,0.2928943823,restricted,44852.3217406428,1.8361804323,9080505
SE,2007,Sweden,8,17438,0.4587682074,restricted,46036.8639342302,1.8757643519,9148092
SE,2008,Sweden,8,17821,0.448908591,restricted,45425.1575791954,1.9129988754,9219637
SE,2009,Sweden,5,18516,0.270036725,restricted,42704.6611161108,1.9657564664,9298515
SE,2010,Sweden,9,19469,0.4622733576,restricted,44877.9805595938,1.9625309701,9378126
SE,2011,Sweden,10,20545,0.4867364322,restricted,45727.0977157729,1.9479234959,9449213
SE,2012,Sweden,12,22226,0.5399082156,restricted,45260.1124300558,1.9346359694,9519374
SE,2013,Sweden,15,23704,0.6328045899,restricted,45587.7584379294,NA,9592552
SE,2014,Sweden,24,24389,0.9840501866,restricted,NA,NA,NA
SG,1991,Singapore,NA,NA,NA,prob. not allowed,17164.7503048448,NA,3135100
SG,1992,Singapore,0,1004,0,prob. not allowed,17837.3956628008,NA,3230700
SG,1993,Singapore,0,1247,0,prob. not allowed,19398.2061442377,NA,3313500
SG,1994,Singapore,0,1445,0,prob. not allowed,20853.5821667192,NA,3419000
SG,1995,Singapore,0,1806,0,prob. not allowed,21651.094194786,NA,3524500
SG,1996,Singapore,2,1980,1.0101010101,prob. not allowed,22354.5498512449,1.2756549889,3670700
SG,1997,Singapore,1,2347,0.4260758415,prob. not allowed,23408.9240884409,1.2842365163,3796000
SG,1998,Singapore,5,2669,1.8733608093,prob. not allowed,22123.3781198617,1.2928180436,3927200
SG,1999,Singapore,3,3224,0.9305210918,prob. not allowed,23285.0740999187,1.2818032557,3958700
SG,2000,Singapore,8,3746,2.1356113187,prob. not allowed,24921.2385486373,1.2707884677,4027900
SG,2001,Singapore,6,4116,1.4577259475,prob. not allowed,24027.1497189153,1.3539193813,4138000
SG,2002,Singapore,8,4443,1.8005851902,prob. not allowed,24811.2517546211,1.4370502948,4176000
SG,2003,Singapore,13,4975,2.6130653266,prob. not allowed,26297.1007325556,1.6134737016,4114800
SG,2004,Singapore,12,5720,2.0979020979,prob. not allowed,28449.4242478654,1.7319019918,4166700
SG,2005,Singapore,15,6291,2.3843586075,prob. allowed,29869.6327635758,1.7638979555,4265800
SG,2006,Singapore,24,6714,3.5746201966,prob. allowed,31514.3712105453,1.625239367,4401400
SG,2007,Singapore,15,6687,2.243158367,prob. allowed,32982.9820884367,1.6431498135,4588600
SG,2008,Singapore,17,7405,2.2957461175,prob. allowed,31832.7061549154,1.6429900879,4839400
SG,2009,Singapore,16,8058,1.9856043683,prob. allowed,30700.4714216995,1.6040557346,4987600
SG,2010,Singapore,10,8901,1.1234692731,prob. allowed,34758.4043349153,1.6834772921,5076700
SG,2011,Singapore,26,9539,2.7256525841,prob. allowed,36102.7502340768,1.7256494176,5183700
SG,2012,Singapore,20,10466,1.910949742,prob. allowed,36110.1291189909,1.7724440752,5312400
SG,2013,Singapore,18,11321,1.5899655507,prob. allowed,36897.8741258095,NA,5399200
SG,2014,Singapore,27,11826,2.2831050228,prob. allowed,NA,NA,NA
TH,1991,Thailand,NA,NA,NA,restricted,1688.1243545061,NA,57184324
TH,1992,Thailand,0,466,0,restricted,1809.4984694738,NA,57661001
TH,1993,Thailand,0,498,0,restricted,1945.0176407315,NA,58069612
TH,1994,Thailand,0,563,0,restricted,2104.5428309916,NA,58491145
TH,1995,Thailand,0,586,0,restricted,2279.7420782174,NA,58983954
TH,1996,Thailand,0,734,0,restricted,2390.8417013459,0.5414351482,59562136
TH,1997,Thailand,0,807,0,restricted,2332.7998232765,0.5233486819,60206941
TH,1998,Thailand,0,998,0,restricted,2063.7624594702,0.5052622156,60903042
TH,1999,Thailand,0,1081,0,restricted,2130.3622407593,0.526747713,61623143
TH,2000,Thailand,1,1249,0.800641,restricted,2205.7753915196,0.5482332104,62343379
TH,2001,Thailand,0,1417,0,restricted,2227.6500244996,0.4603262751,63069070
TH,2002,Thailand,0,1709,0,restricted,2319.3070738642,0.3724193398,63797841
TH,2003,Thailand,2,2016,0.992063,restricted,2458.298363768,0.1479928769,64488338
TH,2004,Thailand,3,2211,1.356852,restricted,2590.1931167891,0.113795216,65087400
TH,2005,Thailand,5,2541,1.967729,restricted,2689.9531474965,0.0879561452,65559487
TH,2006,Thailand,2,3103,0.644538,restricted,2813.0272026996,-0.0268445262,65883961
TH,2007,Thailand,5,3689,1.355381,restricted,2946.2958507919,-0.0835038814,66076927
TH,2008,Thailand,2,4348,0.459982,restricted,3014.5447002119,-0.1319153449,66185340
TH,2009,Thailand,7,4800,1.458333,restricted,2940.2235788246,-0.22392593,66277335
TH,2010,Thailand,5,5243,0.953652,restricted,3163.9038450709,-0.1972667435,66402316
TH,2011,Thailand,10,5802,1.723544,restricted,3158.0666713329,-0.209473902,66576332
TH,2012,Thailand,4,6075,0.658436,restricted,3389.5772407258,-0.1720670925,66785001
TH,2013,Thailand,12,6577,1.82454,restricted,3437.8412152314,-0.1334204525,67010502
TH,2014,Thailand,14,6690,2.092676,restricted,NA,NA,NA
TR,1991,Turkey,NA,NA,NA,restricted,4964.7187640415,NA,54911233
TR,1992,Turkey,0,1324,0,restricted,5130.2699995266,NA,55815175
TR,1993,Turkey,0,1497,0,restricted,5435.3619644039,NA,56713073
TR,1994,Turkey,0,1712,0,restricted,5100.6540612146,NA,57613441
TR,1995,Turkey,0,2212,0,restricted,5417.040845606,NA,58522320
TR,1996,Turkey,0,3313,0,restricted,5726.7550351046,-0.1710936471,59442502
TR,1997,Turkey,0,3800,0,restricted,6065.81640324,-0.1510952024,60372413
TR,1998,Turkey,1,4402,0.2271694684,restricted,6111.1043914299,-0.1310967577,61308204
TR,1999,Turkey,0,5129,0,restricted,5816.6810367156,-0.0960342975,62243779
TR,2000,Turkey,1,5382,0.1858045336,restricted,6119.2313045005,-0.0609718372,63174483
TR,2001,Turkey,1,6596,0.1516070346,restricted,5687.243708763,-0.0608595881,64100297
TR,2002,Turkey,3,8898,0.3371544167,restricted,5952.1815662715,-0.0607473389,65022300
TR,2003,Turkey,7,10541,0.6640736173,restricted,6178.5429787211,0.1338125155,65938265
TR,2004,Turkey,12,13092,0.9165902841,restricted,6665.3074260151,0.1332998224,66845635
TR,2005,Turkey,9,14087,0.638886917,restricted,7129.5848774132,0.1570754931,67743052
TR,2006,Turkey,11,14940,0.7362784471,restricted,7522.9718700939,0.0461557102,68626337
TR,2007,Turkey,9,17717,0.5079866795,restricted,7775.5939294503,0.0208108224,69496513
TR,2008,Turkey,13,19163,0.6783906486,restricted,7730.3827805614,0.0809837936,70363511
TR,2009,Turkey,30,21467,1.3974938277,restricted,7266.6944275124,0.1018257409,71241080
TR,2010,Turkey,26,22589,1.1510027004,restricted,7833.5285814187,0.1176649013,72137546
TR,2011,Turkey,27,23382,1.1547344111,restricted,8413.3183808332,0.0799011191,73058638
TR,2012,Turkey,38,25001,1.5199392024,restricted,8483.3339769181,0.0354967481,73997128
TR,2013,Turkey,30,26193,1.1453441759,restricted,8722.9222699377,NA,74932641
TR,2014,Turkey,25,26474,0.9443227317,restricted,NA,NA,NA
TW,1991,Taiwan,NA,NA,NA,prob. not allowed,14624.69703,NA,20605831
TW,1992,Taiwan,0,3903,0,prob. not allowed,15609.03802,NA,20802622
TW,1993,Taiwan,0,4481,0,prob. not allowed,16511.99858,NA,20995416
TW,1994,Taiwan,0,5439,0,prob. not allowed,17581.24137,NA,21177874
TW,1995,Taiwan,0,6057,0,prob. not allowed,18542.17891,NA,21357431
TW,1996,Taiwan,0,7726,0,prob. not allowed,19361.18841,0.75,21525433
TW,1997,Taiwan,1,8143,0.1228048631,prob. not allowed,20329.75656,745,21742815
TW,1998,Taiwan,4,8830,0.4530011325,prob. not allowed,20876.29155,0.74,21928591
TW,1999,Taiwan,1,9343,0.1070320026,prob. not allowed,21907.7923,0.76,22092387
TW,2000,Taiwan,8,9908,0.8074283407,prob. not allowed,23064.5485,0.78,22276672
TW,2001,Taiwan,13,11047,1.1767900788,prob. not allowed,22261.43545,815,22405568
TW,2002,Taiwan,19,11627,1.6341274619,prob. not allowed,23312.03253,0.85,22520776
TW,2003,Taiwan,49,12760,3.8401253918,prob. not allowed,24090.16079,0.94,22604550
TW,2004,Taiwan,49,14342,3.416538837,prob. allowed,25609.56667,975,22689122
TW,2005,Taiwan,70,16034,4.365722839,prob. allowed,26692.99139,1.01,22770383
TW,2006,Taiwan,83,18195,4.5616927727,prob. allowed,28031.01347,0.76,22876527
TW,2007,Taiwan,67,19350,3.4625322997,prob. allowed,29567.09326,0.75,22958360
TW,2008,Taiwan,99,21939,4.512511965,prob. allowed,29626.57675,0.76,23037031
TW,2009,Taiwan,131,23355,5.6090772854,prob. allowed,28819.19446,0.93,23119772
TW,2010,Taiwan,97,24526,3.9549865449,prob. allowed,32104.92001,1.02,23162123
TW,2011,Taiwan,130,26836,4.8442390818,prob. allowed,NA,1.05,23224912
TW,2012,Taiwan,118,27175,4.3422263109,prob. allowed,NA,1.04,23315822
TW,2013,Taiwan,115,27583,4.1692346735,prob. allowed,NA,1.04,23373517
TW,2014,Taiwan,106,26888,3.9422790836,prob. allowed,NA,NA,NA
US,1991,USA,NA,NA,NA,prob. allowed,32507.8333912027,NA,252981000
US,1992,USA,2,148708,0.0134491756,prob. allowed,33199.8175937778,NA,256514000
US,1993,USA,1,149226,0.0067012451,prob. allowed,33663.3214148643,NA,259919000
US,1994,USA,1,150969,0.0066238764,prob. allowed,34597.3588767316,NA,263126000
US,1995,USA,3,152735,0.0196418634,prob. allowed,35116.551763595,NA,266278000
US,1996,USA,11,161409,0.0681498553,prob. allowed,36028.8389485942,1.4502266295,269394000
US,1997,USA,42,166832,0.2517502637,prob. allowed,37191.4871723411,1.5014671537,272657000
US,1998,USA,56,252060,0.2221693248,prob. allowed,38396.6887552647,1.5527076779,275854000
US,1999,USA,99,251757,0.393236335,prob. allowed,39775.1605973674,1.5439240006,279040000
US,2000,USA,127,255106,0.4978322736,prob. allowed,40943.2991672548,1.5351403233,282162411
US,2001,USA,161,253213,0.6358283342,prob. allowed,40936.1353267713,1.5142152023,284968955
US,2002,USA,203,255892,0.7933034249,prob. allowed,41282.9082016035,1.4932900813,287625193
US,2003,USA,265,264862,1.000521026,prob. allowed,42078.9370173507,1.5461668231,290107933
US,2004,USA,315,274286,1.1484363037,prob. allowed,43270.37046071,1.430703008,292805298
US,2005,USA,329,283282,1.1613868866,prob. allowed,44307.8326033388,1.5259934499,295516599
US,2006,USA,343,292209,1.1738173704,prob. allowed,45052.4967109981,1.572890688,298379912
US,2007,USA,312,297229,1.0496956892,prob. allowed,45417.4014182993,1.5767299048,301231207
US,2008,USA,333,309761,1.0750223559,prob. allowed,44873.0143593204,1.6123965416,304093966
US,2009,USA,333,315672,1.05489242,prob. allowed,43234.2637474679,1.5753502896,306771529
US,2010,USA,318,328519,0.967980543,prob. allowed,43960.9840642028,1.6298378646,309326295
US,2011,USA,394,343638,1.1465553868,prob. allowed,44341.8118404084,1.6050240919,311582564
US,2012,USA,388,353228,1.0984406672,prob. allowed,45038.2038112739,1.6048311422,313873685
US,2013,USA,395,365208,1.081575431,prob. allowed,45710.2526685713,NA,316128839
US,2014,USA,396,368469,1.0747172761,prob. allowed,NA,NA,NA
VE,1991,Venezuela,NA,NA,NA,NA,5661.32621352,NA,20218813
VE,1992,Venezuela,0,533,0,NA,5867.221198754,NA,20691641
VE,1993,Venezuela,0,549,0,NA,5753.0838952154,NA,21160262
VE,1994,Venezuela,0,600,0,NA,5496.7729194439,NA,21626607
VE,1995,Venezuela,0,624,0,NA,5593.5787837188,NA,22092144
VE,1996,Venezuela,0,701,0,NA,5467.507108532,-0.8758669255,22556838
VE,1997,Venezuela,0,823,0,NA,5698.7781272605,-0.849697293,23020184
VE,1998,Venezuela,0,960,0,NA,5602.9623074021,-0.8235276604,23482700
VE,1999,Venezuela,0,959,0,NA,5166.7229347836,-0.8615903363,23945002
VE,2000,Venezuela,0,1035,0,NA,5255.6917428014,-0.8996530121,24407553
VE,2001,Venezuela,0,996,0,NA,5332.9433308919,-1.0347184897,24870441
VE,2002,Venezuela,1,1091,0.9165902841,NA,4771.807698482,-1.1697839672,25333622
VE,2003,Venezuela,0,1120,0,NA,4322.636852521,-1.2923039003,25797219
VE,2004,Venezuela,2,995,2.0100502513,NA,5022.738461037,-1.2174514018,26261326
VE,2005,Venezuela,0,1123,0,NA,5444.662517852,-1.2229749022,26725897
VE,2006,Venezuela,0,1134,0,NA,5879.8680500067,-1.4010806184,27190882
VE,2007,Venezuela,1,1184,0.8445945946,NA,6287.0308966723,-1.5386867648,27655937
VE,2008,Venezuela,0,1396,0,NA,6509.5470871448,-1.6024712886,28120312
VE,2009,Venezuela,2,1243,1.6090104586,NA,6199.1000939369,-1.590771762,28583040
VE,2010,Venezuela,0,1232,0,NA,6010.0797889966,-1.644849978,29043283
VE,2011,Venezuela,1,1098,0.9107468124,NA,6163.9393375218,-1.6689105258,29500625
VE,2012,Venezuela,2,1023,1.9550342131,NA,6412.027073349,-1.6856195929,29954782
VE,2013,Venezuela,0,1057,0,NA,6401.905166279,-1.790289402,30405207
VE,2014,Venezuela,2,841,2.3781212842,NA,NA,NA,NA
ZA,1991,South Africa,NA,NA,NA,NA,4914.1169701696,NA,35933108
ZA,1992,South Africa,0,3106,0,NA,4709.7966145363,NA,36690739
ZA,1993,South Africa,0,3073,0,NA,4668.2667347788,NA,37473796
ZA,1994,South Africa,0,3101,0,NA,4715.7910634131,NA,38283223
ZA,1995,South Africa,0,3234,0,NA,4757.9827967795,NA,39120000
ZA,1996,South Africa,0,3419,0,NA,4853.36941423,-0.0125979003,40000247
ZA,1997,South Africa,1,3568,0.2802690583,NA,4866.911110179,0.07152112,40926063
ZA,1998,South Africa,0,3641,0,NA,4777.5881326868,0.1556401404,41899683
ZA,1999,South Africa,0,3805,0,NA,4775.5613166656,0.1283690103,42923485
ZA,2000,South Africa,0,3610,0,NA,4854.387531665,0.1010978803,44000000
ZA,2001,South Africa,1,3775,0.2649006623,NA,4884.4654533696,0.0737846069,44909738
ZA,2002,South Africa,0,4060,0,NA,4994.411899185,0.0464713336,45546345
ZA,2003,South Africa,1,4007,0.2495632643,NA,5076.972804722,0.0432034178,46127031
ZA,2004,South Africa,2,4349,0.4598758335,NA,5239.9720201711,0.0890165212,46727694
ZA,2005,South Africa,2,4575,0.4371584699,NA,5444.1000988731,0.0774861579,47349013
ZA,2006,South Africa,1,5187,0.1927896665,NA,5671.1785475129,0.2372133008,47991699
ZA,2007,South Africa,0,5825,0,NA,5893.5400936667,0.0734893059,48656506
ZA,2008,South Africa,5,6552,0.7631257631,NA,5996.8447913128,0.0340402864,49344228
ZA,2009,South Africa,5,7153,0.6990074095,NA,5820.6820853151,0.0929922858,50055701
ZA,2010,South Africa,2,7729,0.2587656877,NA,5910.6948542096,0.1075497772,50791808
ZA,2011,South Africa,3,8975,0.3342618384,NA,6010.4408532935,0.1257604793,51553479
ZA,2012,South Africa,8,9654,0.828672053,NA,6051.341359846,0.0792699125,52341695
ZA,2013,South Africa,8,10296,0.777000777,NA,6090.2954432209,0.1269915551,53157490
ZA,2014,South Africa,4,11286,0.3544214071,NA,NA,NA,NA
